1 100 0.590000 1 0.356000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 1 0.410400
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 0 0.000000
1 100 0.590000 1 0.304500
2 100 0.590000 0 0.000000
2 100 0.590000 0 0.000000
2 100 0.590000 0 0.000000
2 100 0.590000 0 0.000000
2 100 0.590000 1 0.275400
2 100 0.590000 1 0.367000
2 100 0.590000 0 0.000000
2 100 0.590000 1 0.441100
2 100 0.590000 1 0.289500
2 100 0.590000 0 0.000000
2 100 0.590000 0 0.000000
2 100 0.590000 0 0.000000
2 100 0.590000 0 0.000000
2 100 0.590000 0 0.000000
2 100 0.590000 1 0.373700
2 100 0.590000 0 0.000000
2 100 0.590000 0 0.000000
2 100 0.590000 1 0.406200
2 100 0.590000 0 0.000000
2 100 0.590000 0 0.000000
3 100 0.590000 0 0.000000
3 100 0.590000 0 0.000000
3 100 0.590000 0 0.000000
3 100 0.590000 0 0.000000
3 100 0.590000 0 0.000000
3 100 0.590000 0 0.000000
3 100 0.590000 1 0.326400
3 100 0.590000 1 0.394900
3 100 0.590000 0 0.000000
3 100 0.590000 0 0.000000
3 100 0.590000 0 0.000000
3 100 0.590000 1 0.343700
3 100 0.590000 0 0.000000
3 100 0.590000 1 0.226700
3 100 0.590000 0 0.000000
3 100 0.590000 1 0.349000
3 100 0.590000 0 0.000000
3 100 0.590000 0 0.000000
3 100 0.590000 0 0.000000
3 100 0.590000 1 0.397600
4 100 0.590000 1 0.392000
4 100 0.590000 0 0.000000
4 100 0.590000 0 0.000000
4 100 0.590000 0 0.000000
4 100 0.590000 1 0.303500
4 100 0.590000 0 0.000000
4 100 0.590000 0 0.000000
4 100 0.590000 0 0.000000
4 100 0.590000 0 0.000000
4 100 0.590000 0 0.000000
4 100 0.590000 1 0.370100
4 100 0.590000 1 0.286200
4 100 0.590000 0 0.000000
4 100 0.590000 0 0.000000
4 100 0.590000 0 0.000000
4 100 0.590000 1 0.352700
4 100 0.590000 1 0.396000
4 100 0.590000 1 0.430100
4 100 0.590000 0 0.000000
4 100 0.590000 0 0.000000
1 100 0.600000 1 0.383000
1 100 0.600000 0 0.000000
1 100 0.600000 1 0.410400
1 100 0.600000 0 0.000000
1 100 0.600000 1 0.441200
1 100 0.600000 0 0.000000
1 100 0.600000 1 0.377400
1 100 0.600000 0 0.000000
1 100 0.600000 1 0.369500
1 100 0.600000 1 0.445200
1 100 0.600000 0 0.000000
1 100 0.600000 0 0.000000
1 100 0.600000 0 0.000000
1 100 0.600000 0 0.000000
1 100 0.600000 0 0.000000
1 100 0.600000 0 0.000000
1 100 0.600000 1 0.455000
1 100 0.600000 1 0.333200
1 100 0.600000 1 0.391000
1 100 0.600000 1 0.354200
2 100 0.600000 1 0.440300
2 100 0.600000 0 0.000000
2 100 0.600000 1 0.440000
2 100 0.600000 0 0.000000
2 100 0.600000 1 0.399200
2 100 0.600000 1 0.430800
2 100 0.600000 1 0.403100
2 100 0.600000 1 0.478300
2 100 0.600000 1 0.404400
2 100 0.600000 0 0.000000
2 100 0.600000 1 0.457300
2 100 0.600000 1 0.270600
2 100 0.600000 1 0.362600
2 100 0.600000 0 0.000000
2 100 0.600000 1 0.406500
2 100 0.600000 0 0.000000
2 100 0.600000 1 0.373400
2 100 0.600000 1 0.453400
2 100 0.600000 0 0.000000
2 100 0.600000 0 0.000000
3 100 0.600000 0 0.000000
3 100 0.600000 0 0.000000
3 100 0.600000 0 0.000000
3 100 0.600000 0 0.000000
3 100 0.600000 0 0.000000
3 100 0.600000 0 0.000000
3 100 0.600000 1 0.392500
3 100 0.600000 1 0.451900
3 100 0.600000 0 0.000000
3 100 0.600000 0 0.000000
3 100 0.600000 1 0.348600
3 100 0.600000 1 0.428200
3 100 0.600000 0 0.000000
3 100 0.600000 1 0.467500
3 100 0.600000 0 0.000000
3 100 0.600000 1 0.385500
3 100 0.600000 1 0.419000
3 100 0.600000 0 0.000000
3 100 0.600000 1 0.373600
3 100 0.600000 1 0.435300
4 100 0.600000 1 0.483300
4 100 0.600000 0 0.000000
4 100 0.600000 1 0.339800
4 100 0.600000 0 0.000000
4 100 0.600000 1 0.329100
4 100 0.600000 1 0.355400
4 100 0.600000 0 0.000000
4 100 0.600000 1 0.440300
4 100 0.600000 0 0.000000
4 100 0.600000 0 0.000000
4 100 0.600000 1 0.429900
4 100 0.600000 1 0.336000
4 100 0.600000 0 0.000000
4 100 0.600000 0 0.000000
4 100 0.600000 0 0.000000
4 100 0.600000 1 0.416500
4 100 0.600000 1 0.442400
4 100 0.600000 1 0.467200
4 100 0.600000 1 0.393900
4 100 0.600000 1 0.322800
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 1 0.239032
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
1 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 1 0.210872
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 1 0.254900
2 500 0.590000 1 0.257496
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
2 500 0.590000 0 0.000000
3 500 0.590000 0 0.000000
3 500 0.590000 0 0.000000
3 500 0.590000 0 0.000000
3 500 0.590000 0 0.000000
3 500 0.590000 0 0.000000
3 500 0.590000 1 0.276964
3 500 0.590000 1 0.294004
3 500 0.590000 0 0.000000
3 500 0.590000 0 0.000000
3 500 0.590000 0 0.000000
3 500 0.590000 1 0.230708
3 500 0.590000 0 0.000000
3 500 0.590000 0 0.000000
3 500 0.590000 0 0.000000
3 500 0.590000 0 0.000000
3 500 0.590000 0 0.000000
3 500 0.590000 1 0.243104
3 500 0.590000 1 0.279356
3 500 0.590000 0 0.000000
3 500 0.590000 0 0.000000
4 500 0.590000 1 0.294020
4 500 0.590000 1 0.318900
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
4 500 0.590000 1 0.327308
4 500 0.590000 0 0.000000
4 500 0.590000 0 0.000000
1 500 0.600000 1 0.409700
1 500 0.600000 0 0.000000
1 500 0.600000 1 0.395452
1 500 0.600000 1 0.378668
1 500 0.600000 1 0.443416
1 500 0.600000 0 0.000000
1 500 0.600000 1 0.361588
1 500 0.600000 1 0.381868
1 500 0.600000 1 0.422660
1 500 0.600000 1 0.444344
1 500 0.600000 0 0.000000
1 500 0.600000 1 0.427316
1 500 0.600000 1 0.369980
1 500 0.600000 1 0.366416
1 500 0.600000 0 0.000000
1 500 0.600000 1 0.386224
1 500 0.600000 1 0.373920
1 500 0.600000 0 0.000000
1 500 0.600000 1 0.377220
1 500 0.600000 1 0.415756
2 500 0.600000 0 0.000000
2 500 0.600000 1 0.442320
2 500 0.600000 0 0.000000
2 500 0.600000 1 0.422152
2 500 0.600000 1 0.436316
2 500 0.600000 1 0.399244
2 500 0.600000 1 0.374500
2 500 0.600000 1 0.424628
2 500 0.600000 1 0.415352
2 500 0.600000 1 0.311624
2 500 0.600000 1 0.372092
2 500 0.600000 1 0.421584
2 500 0.600000 1 0.348256
2 500 0.600000 1 0.354380
2 500 0.600000 1 0.406192
2 500 0.600000 0 0.000000
2 500 0.600000 1 0.433612
2 500 0.600000 1 0.392292
2 500 0.600000 1 0.437284
2 500 0.600000 1 0.371568
3 500 0.600000 1 0.436880
3 500 0.600000 1 0.311424
3 500 0.600000 0 0.000000
3 500 0.600000 0 0.000000
3 500 0.600000 0 0.000000
3 500 0.600000 1 0.440248
3 500 0.600000 1 0.404284
3 500 0.600000 1 0.442712
3 500 0.600000 1 0.405148
3 500 0.600000 1 0.425220
3 500 0.600000 1 0.457444
3 500 0.600000 1 0.415444
3 500 0.600000 1 0.320332
3 500 0.600000 1 0.401980
3 500 0.600000 1 0.333612
3 500 0.600000 1 0.413812
3 500 0.600000 1 0.443896
3 500 0.600000 1 0.384424
3 500 0.600000 1 0.438192
3 500 0.600000 1 0.360416
4 500 0.600000 1 0.372552
4 500 0.600000 1 0.425128
